Date, Open, High, Low, Close
03/18/21,6762.67,6791.76,6740.53,6779.68
03/17/21,6803.61,6805.73,6753.82,6762.67
03/16/21,6749.7,6812.78,6749.64,6803.61
03/15/21,6761.47,6804.91,6723.67,6749.7
03/12/2021,6736.96,6766.44,6709,6761.47
03/11/2021,60725.6,6755.32,6699.34,6736.96
03/10/2021,6730.34,6740.77,6677.02,6725.6
03/09/2021,6719.13,6786.8,6689.9,6730.34
03/08/2021,6630.52,6726.4,6612.74,6719.13
03/05/2021,6650.88,6710.8,6560.79,6630.52
03/04/2021,6675.47,6675.47,6581.19,6650.88
03/03/2021,6613.75,6705.3,6613.75,6675.47
03/02/2021,6588.53,6660.82,6560.91,6613.75
03/01/2021,6483.43,6612.74,6483.43,6588.53
02/26/21,6651.96,6651.96,6465.57,6483.43
02/25/21,6658.97,ERR,6644.68,6651.96
02/24/21,6625.94,6669.86,6572.28,6658.97
02/23/21,6612.24,6675.42,6555.88,6625.94
02/22/21,6624.02,6624.71,6545.93,6612.24
02/19/21,6617.15,6646.16,6600.59,6624.02
02/18/21,6710.9,6721.76,6591.43,6617.15
02/17/21,6748.86,6760.29,6701.59,6710.9
02/16/21,6756.11,6799.92,6736.85,6748.86
02/15/21,6589.79,6775.37,6589.79,6756.11
02/12/2021,6528.72,6589.79,6485.13,6589.79
02/11/2021,6524.36,6554.15,6514.92,6528.72
02/10/2021,6531.56,6577,6481.02,6524.36
02/09/2021,6523.53,6540.97,6501.02,6531.56
02/08/2021,6489.33,6567.7,6489.33,6523.53
02/05/2021,6503.72,6518.65,6457.6,6489.33
02/04/2021,6507.82,6553.37,6478.15,6503.72
02/03/2021,6516.65,6573.1,6489.51,6507.82
02/02/2021,6466.42,6523.51,6466.42,6516.65
02/01/2021,6407.46,6495.56,6407.46,6466.42
01/29/21,6526.15,6526.15,6397.24,6407.46
01/28/21,6567.37,6567.37,6439.55,6526.15
01/27/21,6654.01,6661.31,6505.84,6567.37
01/26/21,6638.85,6702.35,6636.34,6654.01
01/25/21,6695.07,6714.61,6610.26,6638.85
01/22/21,6715.42,6715.66,6651.71,6695.07
01/21/21,6740.39,6776.92,6715.42,6715.42
01/20/21,6712.95,6751.81,6697.46,6740.39
01/19/21,6720.65,6770.66,6697.67,6712.95
01/18/21,6735.71,6741.47,6709.33,6720.65
01/15/21,6801.96,6802.05,6676.55,6735.71
01/14/21,6745.52,6801.96,6736.78,6801.96
01/13/21,6754.11,6772.57,6736.01,6745.52
01/12/2021,6798.48,6816.65,6738.21,6754.11
01/11/2021,6873.26,6873.26,6768.72,6798.48
01/08/2021,6856.96,6886.34,6836.08,6873.26
01/07/2021,6841.86,6903.61,6795.11,6856.96
01/06/2021,6612.25,6859.14,6611.87,6841.86
01/05/2021,6571.88,6622.77,6544.25,6612.25
01/04/2021,6460.52,6662.66,6460.52,6571.88
12/31/20,6555.82,6555.82,6439.41,6460.52
12/30/20,6602.65,6622.98,6552.46,6555.82
12/29/20,6502.11,6676.6,6502.11,6602.65
12/24/20,6495.75,6530.28,6479.59,6502.11
12/23/20,6453.16,6497.28,6431.21,6495.75
12/22/20,6416.32,6457.47,6382.61,6453.16
12/21/20,6529.18,6529.18,6315.34,6416.32
12/18/20,6551.06,6604.54,6518.25,6529.18
12/17/20,6570.91,6601.63,6551.06,6551.06
12/16/20,6513.32,6598.42,6513.32,6570.91
12/15/20,6531.83,6558.24,6484.04,6513.32
12/14/20,6546.75,6583.7,6524.7,6531.83
12/11/2020,6599.76,6607.44,6520.54,6546.75
12/10/2020,6564.29,6640.74,6561.11,6599.76
12/09/2020,6558.82,6623.03,6558.82,6564.29
12/08/2020,6555.39,6567.59,6518.37,6558.82
12/07/2020,6550.23,6601.11,6519.82,6555.39
12/04/2020,6490.27,6559.18,6489.75,6550.23
12/03/2020,6463.39,6491.49,6430.27,6490.27
12/02/2020,6384.73,6468.64,6367.51,6463.39
12/01/2020,6266.19,6400.24,6263.6,6384.73
11/30/20,6367.58,6404.02,6266.19,6266.19
11/27/20,6362.93,6375.91,6302.22,6367.58
11/26/20,6391.09,6412.65,6349.53,6362.93
11/25/20,6432.17,6468.73,6375.25,6391.09
11/24/20,6333.84,6432.42,6333.72,6432.17
11/23/20,6351.45,6392.08,6325.24,6333.84
11/20/20,6334.35,6386.7,6324.6,6351.45
11/19/20,6385.24,6385.24,6314.26,6334.35
11/18/20,6365.33,6395.91,6326.74,6385.24
11/17/20,6421.29,6424.53,6308.99,6365.33
11/16/20,6316.39,6463.51,6316.39,6421.29
11/13/20,6338.94,6338.97,6280.4,6316.39
11/12/2020,6382.1,6382.1,6295.79,6338.94
11/11/2020,6296.85,6397.28,6293.21,6382.1
11/10/2020,6186.29,6307,6180.47,6296.85
11/09/2020,5910.02,6258.31,5910.02,6186.29
11/06/2020,5906.18,5950.22,5858.48,5910.02
11/05/2020,5883.26,5933.05,5881.87,5906.18
11/04/2020,5786.77,5885.67,5711.21,5883.26
11/03/2020,5654.97,5787.61,5654.97,5786.77
11/02/2020,5577.27,5665.3,5554.73,5654.97
10/30/20,5581.75,5593.4,5534.08,5577.27
10/29/20,5582.8,5616.58,5534.66,5581.75
10/28/20,5728.99,5728.99,5525.52,5582.8
10/27/20,5792.01,5806.23,5728.18,5728.99
10/26/20,5860.28,5868.36,5782.37,5792.01
10/23/20,5785.65,5885.38,5781.78,5860.28
10/22/20,5776.5,5796.44,5716.4,5785.65
